project_name	location	url_link	tenure	median_psf	median_price	filed_transactions
BUKIT DESA CONDOMINIUM	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/bukit-desa-condominium/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	213	270000.0	224
PANORAMA RESIDENCES	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/panorama-residences/non-landed/?range=1909+May-	FREEHOLD	414	460000.0	223
TAMAN WAHYU	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/taman-wahyu/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	187	330000.0	223
202 DC (DESA CAHAYA)	KERAMAT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/keramat/202-dc--desa-cahaya-/non-landed/?range=1909+May-	FREEHOLD	427	750000.0	223
HAMPSHIRE PLACE	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/hampshire-place/non-landed/?range=1909+May-	FREEHOLD	969	1050000.0	223
TAMAN SENTUL JAYA	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/taman-sentul-jaya/landed/?range=1909+May-	LEASEHOLD	261	168000.0	223
PAPILLON DESA HILL	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/papillon-desa-hill/non-landed/?range=1909+May-	FREEHOLD	550	995000.0	222
DANAU KOTA	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/danau-kota/landed/?range=1909+May-	LEASEHOLD	158	290000.0	221
TAMAN PERTAMA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-pertama/non-landed/?range=1909+May-	LEASEHOLD	113	62000.0	219
GEMBIRA RESIDEN	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/gembira-residen/non-landed/?range=1909+May-	FREEHOLD	568	730000.0	219
TAMAN SEPUTEH	SEPUTEH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/seputeh/taman-seputeh/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	314	910000.0	219
DIAMOND RESIDENCE	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/diamond-residence/non-landed/?range=1909+May-	FREEHOLD	238	290000.0	217
GCB COURT	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/gcb-court/non-landed/?range=1909+May-	FREEHOLD	220	306500.0	216
KAMPUNG CHERAS BARU	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/kampung-cheras-baru/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	68	300000.0	215
TAMAN SUPREME	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-supreme/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	191	395000.0	215
TAMAN SRI BAHTERA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-sri-bahtera/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	172	286500.0	214
HAPPY COURT	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/happy-court/non-landed/?range=1909+May-	FREEHOLD	150	90000.0	214
231 TR SERVICE SUITES	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/231-tr-service-suites/non-landed/?range=1909+May-	FREEHOLD	741	500000.0	214
FORTUNA COURT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/fortuna-court/non-landed/?range=1909+May-	FREEHOLD	155	155000.0	214
PANTAI INDAH FASA 2	PANTAI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/pantai/pantai-indah-fasa-2/non-landed/?range=1909+May-	FREEHOLD	80	60000.0	214
BUKIT MAS APARTMENT	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/bukit-mas-apartment/non-landed/?range=1909+May-	FREEHOLD	159	150000.0	214
ANJUNG HIJAU (GREENFIELDS)	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/anjung-hijau--greenfields-/non-landed/?range=1909+May-	FREEHOLD	412	420000.0	211
TAMAN NAGA EMAS	SALAK SOUTH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/salak-south/taman-naga-emas/non-landed/?range=1909+May-	LEASEHOLD	112	70000.0	210
COVILLEA	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/covillea/non-landed/?range=1909+May-	FREEHOLD	557	763000.0	209
HAPPY GARDEN	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/happy-garden/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	243	448800.0	209
NORTHPOINT RESIDENCES	MID VALLEY CITY, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mid-valley-city/northpoint-residences/non-landed/?range=1909+May-	LEASEHOLD	854	1268000.0	209
CASCADIUM	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/cascadium/non-landed/?range=1909+May-	FREEHOLD	445	500000.0	208
PANDAN HEIGHTS(STRATA)	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/pandan-heights-strata-/non-landed/?range=1909+May-	FREEHOLD	136	143000.0	208
TERATAI MEWAH CONDOMINIUM	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/teratai-mewah-condominium/non-landed/?range=1909+May-	FREEHOLD	177	163000.0	208
NANYANG ESTATE	JINJANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jinjang/nanyang-estate/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	177	249900.0	207
ANGKASA IMPIAN 2	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/angkasa-impian-2/non-landed/?range=1909+May-	LEASEHOLD	444	576000.0	207
MY HABITAT	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/my-habitat/non-landed/?range=1909+May-	FREEHOLD	929	900000.0	207
THE PEARL	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/the-pearl/non-landed/?range=1909+May-	FREEHOLD	1183	4060427.0	206
TERATAI MEWAH BLOCK 15,17,19,21	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/teratai-mewah-block-15-17-19-21/non-landed/?range=1909+May-	FREEHOLD	335	220000.0	206
PELANGI MAGNA	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/pelangi-magna/non-landed/?range=1909+May-	LEASEHOLD	116	85000.0	205
BAYVIEW COURT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/bayview-court/non-landed/?range=1909+May-	LEASEHOLD	132	99000.0	204
THE MAPLE	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/the-maple/non-landed/?range=1909+May-	FREEHOLD	578	905000.0	204
MEDAN IDAMAN	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/medan-idaman/landed/?range=1909+May-	FREEHOLD	307	545249.0	204
PLATINUM LAKE PV12	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/platinum-lake-pv12/non-landed/?range=1909+May-	LEASEHOLD	365	450000.0	204
AMAN PUTRA APARTMENT	JINJANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jinjang/aman-putra-apartment/non-landed/?range=1909+May-	LEASEHOLD	236	170000.0	203
IDAMAN PUTERI	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/idaman-puteri/non-landed/?range=1909+May-	FREEHOLD	177	260000.0	203
DESA AMAN	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/desa-aman/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	205	350000.0	202
IDAMAN SURIA	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/idaman-suria/non-landed/?range=1909+May-	FREEHOLD	152	106500.0	202
KAWASAN JALAN AMPANG/AMPANG HILIR	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/kawasan-jalan-ampang-ampang-hilir/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	306	1700000.0	201
HAMPSHIRE PARK	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/hampshire-park/non-landed/?range=1909+May-	FREEHOLD	688	1580000.0	201
KELUMPUK BAMBU	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/kelumpuk-bambu/non-landed/?range=1909+May-	LEASEHOLD	103	56500.0	200
SRI KENANGAN	WANGSA MAJU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/wangsa-maju/sri-kenangan/non-landed/?range=1909+May-	LEASEHOLD	182	215000.0	200
SRI WANGSARIA	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/sri-wangsaria/non-landed/?range=1909+May-	FREEHOLD	382	612000.0	199
1 SENTUL	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/1-sentul/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	435	550000.0	199
AMPANG 971	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/ampang-971/landed/?range=1909+May-	FREEHOLD	472	808063.0	198
VILLA MUTIARA @ MUTIARA COMPLEX	JALAN KUCHING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-kuching/villa-mutiara---mutiara-complex/non-landed/?range=1909+May-	FREEHOLD	221	145340.0	198
LAMAN RIMBUNAN	JINJANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jinjang/laman-rimbunan/landed/?range=1909+May-	LEASEHOLD	620	1155000.0	198
ARCORIS RESIDENCES	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/arcoris-residences/non-landed/?range=1909+May-	FREEHOLD	1055	1000000.0	198
PRIMA TIARA 2	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/prima-tiara-2/non-landed/?range=1909+May-	FREEHOLD	182	179500.0	198
TAMAN SETAPAK JAYA BARU	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/taman-setapak-jaya-baru/non-landed/?range=1909+May-	LEASEHOLD	179	150000.0	198
PUTRA APARTMENT	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/putra-apartment/non-landed/?range=1909+May-	FREEHOLD	181	180000.0	198
TAMAN IBU KOTA	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/taman-ibu-kota/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	136	360000.0	197
CASA DESA CONDOMINIUM	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/casa-desa-condominium/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	324	430000.0	197
JAMNAH VIEW	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/jamnah-view/non-landed/?range=1909+May-	FREEHOLD	686	805000.0	196
TAMAN LENSEN	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-lensen/landed/?range=1909+May-	LEASEHOLD	161	271500.0	196
SENTUL UTAMA FLAT	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/sentul-utama-flat/non-landed/?range=1909+May-	LEASEHOLD	221	150000.0	196
PLATINUM LAKE PV10	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/platinum-lake-pv10/non-landed/?range=1909+May-	LEASEHOLD	361	450000.0	196
RESIDENSI 222	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/residensi-222/non-landed/?range=1909+May-	FREEHOLD	464	500000.0	196
VILLA DANAU	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/villa-danau/non-landed/?range=1909+May-	LEASEHOLD	205	226050.0	196
AMAYA MALURI	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/amaya-maluri/non-landed/?range=1909+May-	LEASEHOLD	728	560000.0	195
SINARAN TTDI	TAMAN TUN DR ISMAIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-tun-dr-ismail/sinaran-ttdi/non-landed/?range=1909+May-	FREEHOLD	631	1060000.0	195
UNITED GARDEN (TAMAN LEE YAN LIAN)	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/united-garden--taman-lee-yan-lian-/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	159	700000.0	194
MENARA HARTAMAS	SRI HARTAMAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sri-hartamas/menara-hartamas/non-landed/?range=1909+May-	FREEHOLD	331	568500.0	194
SRI SHAMELIN	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/sri-shamelin/non-landed/?range=1909+May-	LEASEHOLD	138	87000.0	193
MONT KIARA BANYAN	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/mont-kiara-banyan/non-landed/?range=1909+May-	FREEHOLD	603	1300000.0	192
SAVILLE @ MELAWATI	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/saville---melawati/non-landed/?range=1909+May-	FREEHOLD	506	535000.0	192
KIARA RESIDENCE 2 (RESIDENSI KIARA JALIL 2)	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/kiara-residence-2--residensi-kiara-jalil-2-/non-landed/?range=1909+May-	LEASEHOLD	532	615000.0	191
THE TROIKA	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/the-troika/non-landed/?range=1909+May-	FREEHOLD	1288	2600000.0	191
TAMAN TASIK INDAH	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/taman-tasik-indah/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	306	631210.0	190
THE NORTHSHORE GARDENS (DESA PARKCITY)	DESA PARKCITY, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-parkcity/the-northshore-gardens--desa-parkcity-/non-landed/?range=1909+May-	FREEHOLD	705	1140020.0	190
KIARAMAS DANAI	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/kiaramas-danai/non-landed/?range=1909+May-	FREEHOLD	821	1825662.0	190
TAMAN SUNGAI BESI (LOW COST FLAT)	SALAK SOUTH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/salak-south/taman-sungai-besi--low-cost-flat-/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	81	54000.0	190
FABER INDAH	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/faber-indah/non-landed/?range=1909+May-	FREEHOLD	195	176500.0	190
THE PLAZA	TAMAN TUN DR ISMAIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-tun-dr-ismail/the-plaza/non-landed/?range=1909+May-	FREEHOLD	491	930000.0	189
SERI PERINDU	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/seri-perindu/non-landed/?range=1909+May-	LEASEHOLD	99	66500.0	188
PRIMA DAMANSARA	DAMANSARA HEIGHTS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/damansara-heights/prima-damansara/non-landed/?range=1909+May-	FREEHOLD	535	767500.0	188
LEVENUE	DESA PARKCITY, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-parkcity/levenue/landed/?range=1909+May-	FREEHOLD	536	1750000.0	188
MENARA KLH	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/menara-klh/non-landed/?range=1909+May-	FREEHOLD	175	190000.0	188
APARTMENT BUKIT SRI BINTANG	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/apartment-bukit-sri-bintang/non-landed/?range=1909+May-	FREEHOLD	65	42000.0	188
DESA PAKAR FLAT	SUNGAI BESI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sungai-besi/desa-pakar-flat/non-landed/?range=1909+May-	LEASEHOLD	106	64000.0	188
MIDAH RIA FLAT	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/midah-ria-flat/non-landed/?range=1909+May-	FREEHOLD	130	74000.0	187
RESIDENSI 22 MONT KIARA	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/residensi-22-mont-kiara/non-landed/?range=1909+May-	FREEHOLD	852	1800000.0	187
DANAU KOTA KONDOMINIUM	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/danau-kota-kondominium/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	156	197000.0	187
SRI MEWAH TOWNHOUSE	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/sri-mewah-townhouse/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	168	185000.0	187
RESIDENCE 8	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/residence-8/non-landed/?range=1909+May-	FREEHOLD	485	620000.0	186
SRI IMPIAN	BRICKFIELDS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/brickfields/sri-impian/non-landed/?range=1909+May-	FREEHOLD	333	520000.0	185
CENTRE COURT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/centre-court/non-landed/?range=1909+May-	LEASEHOLD	118	70000.0	185
MEDAN INTAN APARTMENT	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/medan-intan-apartment/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	141	140000.0	185
PLATINUM LAKE PV20	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/platinum-lake-pv20/non-landed/?range=1909+May-	LEASEHOLD	372	502000.0	184
SERI DUTA I	BUKIT TUNKU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-tunku/seri-duta-i/non-landed/?range=1909+May-	FREEHOLD	513	965000.0	183
ANDALUCIA	PANTAI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/pantai/andalucia/non-landed/?range=1909+May-	LEASEHOLD	403	602000.0	183
KELOMPOK DAHLIA / MELATI	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/kelompok-dahlia---melati/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	111	61000.0	182
MENARA BINTANG GOLDHILL	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/menara-bintang-goldhill/non-landed/?range=1909+May-	FREEHOLD	678	835000.0	181
JALIL DAMAI APARTMENT	PUCHONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/puchong/jalil-damai-apartment/non-landed/?range=1909+May-	FREEHOLD	170	167100.0	181
TWINS@ DAMANSARA HEIGHTS	DAMANSARA HEIGHTS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/damansara-heights/twins--damansara-heights/non-landed/?range=1909+May-	FREEHOLD	854	1266000.0	180
K RESIDENCE (AVENUE K)	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/k-residence--avenue-k-/non-landed/?range=1909+May-	FREEHOLD	1078	2515220.0	180
RESIDENSI SOUTH BROOKS	DESA PARKCITY, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-parkcity/residensi-south-brooks/non-landed/?range=1909+May-	FREEHOLD	883	985000.0	179
3 KIA PENG	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/3-kia-peng/non-landed/?range=1909+May-	FREEHOLD	738	2191000.0	179
MENARA BANGSAR	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/menara-bangsar/non-landed/?range=1909+May-	FREEHOLD	339	565000.0	178
MENARA PELANGI	BRICKFIELDS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/brickfields/menara-pelangi/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	259	232500.0	178
SHAMELIN BESTARI	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/shamelin-bestari/non-landed/?range=1909+May-	LEASEHOLD	205	210000.0	177
TRICOURT (TAMAN SRI SENTOSA)	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/tricourt--taman-sri-sentosa-/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	134	115000.0	177
PERUMAHAN RAKYAT PANTAI PERMAI	PANTAI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/pantai/perumahan-rakyat-pantai-permai/non-landed/?range=1909+May-	LEASEHOLD	231	150000.0	177
THE CAPERS	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/the-capers/non-landed/?range=1909+May-	FREEHOLD	655	795000.0	176
PLATINUM HILL PV2	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/platinum-hill-pv2/non-landed/?range=1909+May-	FREEHOLD	410	568500.0	176
NADIA PARKHOMES	DESA PARKCITY, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-parkcity/nadia-parkhomes/landed/?range=1909+May-	FREEHOLD	996	1380000.0	175
PLATINUM HILL CONDO PV6	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/platinum-hill-condo-pv6/non-landed/?range=1909+May-	FREEHOLD	210	280000.0	175
SUNWAY SPK 3 HARMONI	SUNWAY SPK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sunway-spk/sunway-spk-3-harmoni/landed/?range=1909+May-	FREEHOLD	552	1320000.0	175
